#,プロジェクト,トラッカー,親チケット,親チケットの題名,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,合計予定工数,進捗率,作成日,終了日,最終更新者,関連するチケット,ファイル,実開始日,実終了日,残工数(Lychee),合計残工数(Lychee),プライベート,説明,最新のコメント
162475,走行制御DRアシスタント,タスク,"","",新規,通常,データ登録されると将来のRAGデータになり推論精度が上がる仕組みの検討,Dさん,"",2025/04/10 13:19,"","",2025/04/10,"","","",0,2025/04/10 09:11,"","","","","","","","",いいえ,ベクトル値？,""
162473,走行制御DRアシスタント,タスク,"","",終了,通常,検討したデータ構成で画面表示を実装,Dさん,Hさん,2025/04/16 14:35,"",Sprint#7,2025/04/08,2025/04/14,"","",0,2025/04/10 09:10,2025/04/16 14:35,Fさん,"","",2025/04/14,2025/04/16,0.00,0.00,いいえ,"",実装完了。開発内でレビュ中。
162285,業務アシスタント-制御設計サポートAI,タスク,158274,レビュー指摘修正,終了,通常,再レビュー,Aさん,Oさん,2025/04/11 09:38,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/09 09:30,2025/04/11 09:38,Oさん,"","",2025/04/10,2025/04/11,0.00,0.00,いいえ,"",""
162140,MatlabCoDriver,タスク,"","",新規,通常,MatlabCodriver開発環境手順書づくり,Cさん,"",2025/05/20 10:07,"","",2025/05/14,2025/05/27,"","",0,2025/04/08 17:51,"",Bさん,"","","","","","",いいえ,"開発を始めるうえで必要な手順
Visual Studio
Matlab起動方法",""
162078,走行制御DRアシスタント,タスク,154487,Webアプリ_設計者作業までを仮データでUIだけ実装,終了,通常,「data」に仮データを置く(data構成は認識合わせした形式）,Fさん,"",2025/04/16 14:33,"",Sprint#7,2025/04/08,2025/04/14,"","",0,2025/04/08 15:08,2025/04/16 14:33,Fさん,"","",2025/04/11,2025/04/16,0.00,0.00,いいえ,"",""
162077,走行制御DRアシスタント,タスク,154487,Webアプリ_設計者作業までを仮データでUIだけ実装,終了,通常,CosmosDBとの連携部分は、仮でAPI化,Fさん,"",2025/04/16 14:33,"",Sprint#7,2025/04/08,2025/04/14,"","",0,2025/04/08 15:07,2025/04/16 14:33,Fさん,"","",2025/04/11,2025/04/16,0.00,0.00,いいえ,"",""
162076,走行制御DRアシスタント,タスク,154484,データ構成の検討,終了,通常,野村さん指摘)利用するnode.jsは20.11.0,Fさん,"",2025/04/14 10:30,"",Sprint#6,2025/04/01,2025/04/07,"","",0,2025/04/08 15:06,2025/04/14 10:30,Dさん,"","",2025/04/10,2025/04/14,0.00,0.00,いいえ,"",""
162075,走行制御DRアシスタント,タスク,154484,データ構成の検討,終了,通常,野村さん指摘）変化点項目でも同様にヘッダーと各行アイテムの情報をばらす(正規化),Fさん,"",2025/04/14 10:30,"",Sprint#6,2025/04/01,2025/04/07,"","",0,2025/04/08 15:06,2025/04/14 10:30,Dさん,"","",2025/04/09,2025/04/14,0.00,0.00,いいえ,"",""
161983,O-Beya（マルチエージェント）,タスク,138500,設計書の最新化,フィードバック,通常,【要相談】シーケンス図は不要？,Eさん,"",2025/05/28 18:06,"",Sprint#21,2025/05/28,2025/06/10,"","",0,2025/04/08 09:24,"",Eさん,"","",2025/05/28,"","","",いいえ,"",2025/05/27 シーケンス図は無くす方針で決定
161981,O-Beya（マルチエージェント）,課題,154245,課題：セッションの全エージェント推論完了後にsubmitボタン有効化が遅いことがある,終了,通常,【要相談】summaryの実行中は画面から見えるようにする？,Eさん,"",2025/04/21 15:10,"",Sprint#18,2025/04/01,2025/04/15,"","",0,2025/04/08 09:21,2025/04/21 15:10,Eさん,"","",2025/04/15,2025/04/21,0.00,0.00,いいえ,"","大西さんに確認してから進める
summary実行中のためsubmitが実行できないことを画面で明確にする必要があるか"
161915,業務アシスタント-制御設計サポートAI,タスク,158284,No25_現状アプリEVマトリクス機能で使用中のファイル洗い出し,終了,通常,AppService側_環境変数の洗い出し,Oさん,"",2025/04/11 09:39,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/07 17:10,2025/04/11 09:39,Oさん,"","",2025/04/08,2025/04/11,0.00,0.00,いいえ,"",""
161913,業務アシスタント-制御設計サポートAI,タスク,158284,No25_現状アプリEVマトリクス機能で使用中のファイル洗い出し,終了,通常,Functions側_環境変数の洗い出し,Oさん,"",2025/04/11 09:39,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/07 17:01,2025/04/11 09:39,Oさん,"","",2025/04/08,2025/04/11,0.00,0.00,いいえ,"",""
161890,業務アシスタント-制御設計サポートAI,タスク,158284,No25_現状アプリEVマトリクス機能で使用中のファイル洗い出し,終了,通常,AppService側_requirements.txt内のライブラリの洗い出し,Oさん,"",2025/04/11 09:39,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/07 16:43,2025/04/11 09:39,Oさん,"","",2025/04/08,2025/04/11,0.00,0.00,いいえ,"",""
161887,業務アシスタント-制御設計サポートAI,タスク,158284,No25_現状アプリEVマトリクス機能で使用中のファイル洗い出し,終了,通常,AppService側_ファイルの洗い出し,Oさん,"",2025/04/11 09:39,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/07 16:39,2025/04/11 09:39,Oさん,"","",2025/04/07,2025/04/11,0.00,0.00,いいえ,"",""
161886,O-Beya（マルチエージェント）,タスク,"","",終了,通常,マージ作業による手戻りの真因分析,Eさん,"",2025/04/21 15:09,"",Sprint#18,2025/04/01,2025/04/15,"","",0,2025/04/07 16:39,2025/04/21 15:09,Eさん,"","",2025/04/10,2025/04/21,0.00,0.00,いいえ,"",2025/4/15 続きは次のスプリント
161885,業務アシスタント-制御設計サポートAI,タスク,158284,No25_現状アプリEVマトリクス機能で使用中のファイル洗い出し,終了,通常,Functions側_requirements.txt内のライブラリの洗い出し,Oさん,"",2025/04/11 09:39,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/07 16:31,2025/04/11 09:39,Oさん,"","",2025/04/07,2025/04/11,0.00,0.00,いいえ,"",""
161884,業務アシスタント-制御設計サポートAI,タスク,158284,No25_現状アプリEVマトリクス機能で使用中のファイル洗い出し,終了,通常,Functions側_ファイルの洗い出し,Oさん,"",2025/04/11 09:39,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/07 16:31,2025/04/11 09:39,Oさん,"","",2025/04/07,2025/04/11,0.00,0.00,いいえ,"",""
161850,データ化ツール,タスク,"","",新規,通常,【会議録画データ】実現性検討,Fさん,"",2025/05/20 09:50,"","",2025/04/07,"","","",0,2025/04/07 14:44,"","","","","","","","",いいえ,"",""
161849,データ化ツール,タスク,"","",新規,通常,【会議録画データ】要件決め,Fさん,"",2025/05/20 09:50,"","",2025/04/07,"","","",0,2025/04/07 14:43,"",Fさん,"","","","","","",いいえ,"・会話ログだけでいい？
・録画データから画面共有だけでなく、会議室の状況も
　含めて話した内容を把握する必要がある？

会議録画から「何が重要な項目」と抜き出せるかがポイント。",""
161848,データ化ツール,タスク,"","",新規,通常,【Docデータ化】実現性検証(トリミング),Fさん,"",2025/06/17 09:38,"","",2025/04/07,"","","",0,2025/04/07 14:37,"",Iさん,"","","","","","",いいえ,トリミング等,""
161847,データ化ツール,タスク,"","",終了,通常,【構造データ化UI】要件決め,Fさん,"",2025/05/12 10:52,"",sprint#1,2025/04/02,2025/04/15,"","",0,2025/04/07 14:35,2025/05/12 10:52,Iさん,"","",2025/04/10,2025/05/12,0.00,0.00,いいえ,"・サンプルデータと理想的な構造化データを決める
・（でき次第）上記、構想の実現性検証",""
161842,データ化ツール,タスク,"","",新規,通常,【Docデータ化】RAGの仕組み(例えば、CAPT)での利用展開,Fさん,"",2025/06/17 09:38,"","",2025/04/07,"","","",0,2025/04/07 14:19,"",Bさん,"","","","","","",いいえ,CAPTへの組み込み方法,""
160635,データ化ツール,タスク,"","",新規,通常,【M365Copilot】forms → Httpリクエストに変える。 ,Fさん,"",2025/05/27 15:06,"","",2025/04/07,"","","",0,2025/04/07 09:57,"",Cさん,"","","","","","",いいえ,"",フローごとにFW申請が必要
160634,データ化ツール,タスク,"","",新規,通常,【M365Copilot】RAG仕組みでM365Copilotエージェントを利用,Fさん,"",2025/04/07 09:57,"","",2025/04/07,"","","",0,2025/04/07 09:56,"","","","","","","","",いいえ,"何らかのRAGの仕組みでM365Copilotのエージェントを利用できるようにする

",""
160624,データ化ツール,タスク,"","",終了,通常,【M365Copilot】データ化の仕組みイメージを砂古さん（＋大西さん）に案内,Fさん,Fさん,2025/05/12 10:52,"",sprint#1,2025/04/02,2025/04/15,"","",0,2025/04/07 09:42,2025/05/12 10:52,Iさん,"","",2025/04/10,2025/05/12,0.00,0.00,いいえ,"",""
160141,業務アシスタント作成検討,タスク,"","",終了,通常,MatlabCoDriver影響調査,Dさん,Cさん,2025/04/16 13:36,"",sprint#45,2025/04/01,2025/04/14,"","",0,2025/04/04 18:14,2025/04/16 13:36,Fさん,"","",2025/04/07,2025/04/16,0.00,0.00,いいえ,"MatlabCodriverで以下のAPIを利用しているか調べる。

https://portal.azure.com/#@toyotajp.onmicrosoft.com/resource/subscriptions/d7b70abc-2488-4116-b9ee-1ebeff6a7b97/resourceGroups/rg-spoke-002-poc-assistant-japaneast-001/providers/Microsoft.Web/sites/func-assistant-api/appServices",使用されていないことを確認しました。
160140,業務アシスタント作成検討,タスク,"","",終了,通常,【API化】実行サンプル用意,Dさん,Cさん,2025/05/28 16:33,"",sprint#47,2025/05/14,2025/05/27,"",0.00,100,2025/04/04 18:13,2025/05/28 16:33,Cさん,"","",2025/05/23,2025/05/28,0.00,0.00,いいえ,"","python
C#
作成済み"
160139,業務アシスタント作成検討,タスク,"","",終了,通常,【API化】デプロイ,Dさん,Cさん,2025/05/28 16:33,"",sprint#47,2025/05/14,2025/05/27,"","",0,2025/04/04 18:12,2025/05/28 16:33,Cさん,"","",2025/04/10,2025/05/28,0.00,0.00,いいえ,"",""
160071,O-Beya（マルチエージェント）,課題,"","",終了,通常,課題：Sessionコンテナ以外の日付フォーマットが統一されていない,Eさん,Eさん,2025/05/16 11:05,"",Sprint#20,2025/05/07,2025/05/20,"","",0,2025/04/04 13:53,2025/05/16 11:05,Eさん,"","",2025/05/14,2025/05/16,0.00,0.00,いいえ,バックエンドに日付取得用関数とAPIを作って、バックエンドとフロントエンド両方で共通の関数を利用したい,2025/5/14 IVISレビュー依頼
160028,業務アシスタント作成検討,タスク,"","",終了,通常,汎用アプリ環境作成,Dさん,Cさん,2025/04/16 13:59,"",sprint#45,2025/04/01,2025/04/14,"",0.00,100,2025/04/04 10:49,2025/04/16 13:59,Fさん,"","",2025/04/14,2025/04/16,0.00,0.00,いいえ,"[大西さんからの依頼](https://teams.microsoft.com/l/message/19:meeting_Mjk0YWU2M2QtZmQyYy00MGNlLTkzNWEtNDI1YWIyY2UxZDQy@thread.v2/1743672317265?context=%7B%22contextType%22%3A%22chat%22%7D)
詳細いただき次第着手。優先度も確認中。",4/11に実施予定
159939,AIモデル学習,タスク,"","",新規,通常,モデル学習できるAI Foundryの環境整備,Mさん,"",2025/04/04 09:32,"","",2025/04/04,"","","",0,2025/04/04 09:32,"","","","","","","","",いいえ,"",""
159934,AIモデル学習,タスク,"","",新規,通常,TS投資のモデル学習検証内容をTMCに共有,Mさん,"",2025/04/04 09:32,"","",2025/04/04,"","","",0,2025/04/04 09:32,"","","","","","","","",いいえ,"",""
159686,業務アシスタント作成検討,タスク,"","",終了,通常,【API化】プロキシサーバー用意,Dさん,Dさん,2025/04/16 13:44,"",sprint#45,2025/04/01,2025/04/14,"","",0,2025/04/03 16:48,2025/04/16 13:36,Fさん,"","","",2025/04/16,0.00,0.00,いいえ,"","残作業：
 - AGW設定更新
 - TMC疎通確認"
159684,データ化ツール,タスク,"","",終了,通常,【M365Copilot】TMC環境_現地トライ,Dさん,Cさん,2025/05/26 09:06,"",Sprint#3,2025/05/14,2025/05/27,"","",0,2025/04/03 16:44,2025/05/26 09:06,Cさん,"","",2025/05/19,2025/05/26,0.00,0.00,いいえ,5/19　10:00～　予定,"5／20（火）に残作業分の対応実施。
⇒ 一点課題あり、別チケット化"
159645,MatlabCoDriver,タスク,"","",終了,通常,フロント側　requestのbody修正,Cさん,Cさん,2025/04/11 09:33,"",sprint#7,2025/04/01,2025/04/15,"","",0,2025/04/03 15:48,2025/04/11 09:33,Fさん,"","",2025/04/03,2025/04/11,0.00,0.00,いいえ,"",""
159630,業務アシスタント-制御設計サポートAI,タスク,159628,No25_【設計】詳細設計書作成_項目名リスト用ファイルから必要な情報を読み出す関数,終了,通常,詳細設計書作成,Aさん,"",2025/04/15 15:41,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/03 15:19,2025/04/15 15:41,Aさん,"","",2025/04/04,2025/04/15,0.00,0.00,いいえ,"",""
159629,O-Beya（マルチエージェント）,タスク,"","",新規,通常,【相談】summary history mode とagent history mode の必要性を再検討,Eさん,"",2025/06/10 15:19,"","",2025/06/11,2025/06/24,"","",0,2025/04/03 15:18,"",Eさん,"","","","","","",いいえ,"** 開発側で準備してから大西さんと相談させてください。**
summary history で十分？どちらか1つで良い
有意な違いがなければ選択肢は無くして良い
意図を並べてみてみんなで見る時間を取って決める
",""
159628,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_【設計】詳細設計書作成_項目名リスト用ファイルから必要な情報を読み出す関数,Aさん,Aさん,2025/04/15 15:41,"",Sprint♯22,2025/04/01,2025/04/15,"",0.00,100,2025/04/03 15:15,2025/04/15 15:41,Aさん,"","",2025/04/04,2025/04/15,0.00,0.00,いいえ,"Goal：
I/F定義書やcommon,scommonなどの項目名を作成する際に必要なファイルから必要な情報を読み出すための関数の詳細設計を作成。",""
158686,走行制御DRアシスタント,タスク,"","",終了,通常,変化点の例題を試す,Dさん,Hさん,2025/04/16 14:33,"",Sprint#7,2025/04/08,2025/04/14,"","",0,2025/04/03 09:28,2025/04/16 14:33,Fさん,"","",2025/04/11,2025/04/16,0.00,0.00,いいえ,"寺田さんから例題をいただき次第実施。
4/7の週で実施できそう","調査結果まとめ資料を共有。
4/11定例で結果について議論する。(システムメッセージの調整含む)"
158679,O-Beya（マルチエージェント）,タスク,"","",終了,通常,単語検索機能バグの振り返り続き,Eさん,"",2025/04/21 15:09,"",Sprint#18,2025/04/01,2025/04/15,"","",0,2025/04/03 09:21,2025/04/21 15:09,Eさん,"","",2025/04/07,2025/04/21,0.00,0.00,いいえ,"","2025/04/07 野村さんと相談して方針を決定
- 汎用アプリ側にO-Beyaと同じくフローを作る
- 影響範囲エクセルを見て〇がついているプロダクトの担当者によるレビュー
- スルーテストにO-Beya観点と汎用アプリ観点それぞれでレビュワーをつけるのは負荷でなければ実施"
158489,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_ベースマトリクスからの項目名作成処理削除,Aさん,Pさん,2025/05/07 10:55,"",Sprint♯23,2025/04/16,2025/04/25,"","",100,2025/04/02 18:38,2025/05/07 10:55,Aさん,"","",2025/04/22,2025/05/07,0.00,0.00,いいえ,"Goal：
・これまであったInputされるベースマトリクスからの項目名作成処理や参照箇所がなくなっていること",""
158485,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_「common」「scommon」「EVマトリクス(空)」ファイル格納用Blobフォルダ作成,Aさん,Oさん,2025/04/25 11:58,"",Sprint♯23,2025/04/16,2025/04/29,"","",0,2025/04/02 18:27,2025/04/25 11:58,Oさん,"","",2025/04/25,2025/04/25,0.00,0.00,いいえ,Goal：対象のBlobフォルダ作成,""
158483,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_検査パターン作成用エンティティの修正,Aさん,Pさん,2025/04/24 16:12,"",Sprint♯23,2025/04/16,2025/04/29,"",0.00,100,2025/04/02 18:25,2025/04/24 16:12,Aさん,"","",2025/04/21,2025/04/24,0.00,0.00,いいえ,"Goal:
・回答される検査パターンが新しいJSON形式であること
・転記結果のEVマトリクスがこれまでと変わらないこと(AI回答によるブレは許容)

◇項目名の定義名用として「item_name」を使用するように変更し、項目名の日本語名用として「item_name(Japanese)」を新設
◇状態の定義名用として「situation」を使用するように変更し、状態の日本語名用として「situation(Japanese)」を新設
◇「requirement」表記を「verification」に変更
",""
158482,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_要件抽出用エンティティの修正,Aさん,"",2025/04/15 17:17,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/02 18:22,2025/04/15 17:17,Oさん,"","",2025/04/15,2025/04/15,0.00,0.00,いいえ,◇CSWを無くす,""
158480,業務アシスタント-制御設計サポートAI,タスク,158476,No25_【実装】CSW情報取得処理/参照箇所の削除,終了,通常,レビュー,Aさん,Lさん,2025/04/18 13:22,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/02 18:01,2025/04/18 13:22,Oさん,"","",2025/04/18,2025/04/18,0.00,0.00,いいえ,"",""
158479,業務アシスタント-制御設計サポートAI,タスク,158476,No25_【実装】CSW情報取得処理/参照箇所の削除,終了,通常,動作確認,Aさん,Lさん,2025/04/18 13:22,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/02 18:01,2025/04/18 13:22,Oさん,"","",2025/04/15,2025/04/18,0.00,0.00,いいえ,"",""
158478,業務アシスタント-制御設計サポートAI,タスク,158476,No25_【実装】CSW情報取得処理/参照箇所の削除,終了,通常,CSW情報参照箇所の削除,Aさん,"",2025/04/15 17:17,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/02 18:01,2025/04/15 17:17,Oさん,"","",2025/04/14,2025/04/15,0.00,0.00,いいえ,"",""
158477,業務アシスタント-制御設計サポートAI,タスク,158476,No25_【実装】CSW情報取得処理/参照箇所の削除,終了,通常,CSW情報取得処理の削除,Aさん,"",2025/04/15 17:17,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/02 18:01,2025/04/15 17:17,Oさん,"","",2025/04/14,2025/04/15,0.00,0.00,いいえ,"",""
158476,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_【実装】CSW情報取得処理/参照箇所の削除,Aさん,Oさん,2025/04/18 13:22,"",Sprint♯22,2025/04/01,2025/04/15,"",0.00,100,2025/04/02 18:01,2025/04/18 13:22,Oさん,"","",2025/04/14,2025/04/18,0.00,0.00,いいえ,"","2025/4/18　残：developへのマージ
検査パターンのプロンプトを変更する必要があるため、それと同時にマージしたい。"
158471,業務アシスタント-制御設計サポートAI,タスク,158468,No25_【実装】項目名作成用ファイルの読み出し関数の作成,終了,通常,単体テスト,Aさん,"",2025/05/29 17:52,"",Sprint♯24,2025/04/16,2025/04/29,"","",100,2025/04/02 17:51,2025/05/29 17:52,Aさん,"","",2025/05/08,2025/05/29,0.00,0.00,いいえ,"",""
158470,業務アシスタント-制御設計サポートAI,タスク,158468,No25_【実装】項目名作成用ファイルの読み出し関数の作成,終了,通常,レビュー,Aさん,Oさん,2025/05/29 17:52,"",Sprint♯24,2025/04/16,2025/04/29,"","",100,2025/04/02 17:50,2025/05/29 17:52,Aさん,"","",2025/05/08,2025/05/29,0.00,0.00,いいえ,"",""
158469,業務アシスタント-制御設計サポートAI,タスク,158468,No25_【実装】項目名作成用ファイルの読み出し関数の作成,終了,通常,実装,Aさん,"",2025/05/29 17:52,"",Sprint♯24,2025/04/16,2025/04/29,"","",100,2025/04/02 17:50,2025/05/29 17:52,Aさん,"","",2025/04/17,2025/05/29,0.00,0.00,いいえ,"",""
158468,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_【実装】項目名作成用ファイルの読み出し関数の作成,Aさん,Aさん,2025/05/29 17:52,"",Sprint♯24,2025/04/16,2025/04/29,"",0.00,100,2025/04/02 17:45,2025/05/29 17:52,Aさん,"","",2025/04/17,2025/05/29,0.00,0.00,いいえ,"Goal:
I/F定義書やcommon,scommonファイルの必要な情報を読み出す関数の作成","【未】各機能の単体テスト, レビュー
【済】実装(項目名読み出し＋リスト作成＋プロンプト反映), 動作確認"
158455,O-Beya（マルチエージェント）,タスク,"","",終了,通常,Orchestrator中のCosmosDB更新をActivity化で影響するソースコードの修正,Eさん,Eさん,2025/04/21 15:09,"",Sprint#18,2025/03/26,2025/04/08,"",0.00,100,2025/04/02 16:18,2025/04/21 15:09,Eさん,"","",2025/04/02,2025/04/21,0.00,0.00,いいえ,"",2025/04/04 IVIS再レビューOK
158439,O-Beya（マルチエージェント）,タスク,"","",終了,通常,Redux導入の流れを整理,Eさん,Eさん,2025/04/21 15:09,"",Sprint#18,2025/04/01,2025/04/15,"","",0,2025/04/02 15:37,2025/04/21 15:09,Eさん,"","",2025/04/04,2025/04/21,0.00,0.00,いいえ,CAPTソースコード確認 & CAPT開発メンバーから情報共有してもらう,""
158438,O-Beya（マルチエージェント）,タスク,"","",終了,通常,改修の影響範囲を確認する設計書の作成続き,Eさん,Gさん,2025/04/21 15:09,"",Sprint#18,2025/04/01,2025/04/15,"",0.00,100,2025/04/02 15:20,2025/04/21 15:09,Eさん,"","",2025/04/10,2025/04/21,0.00,0.00,いいえ,"",""
158419,O-Beya（マルチエージェント）,タスク,"","",終了,通常,画面仕様書作成続き,Eさん,Gさん,2025/05/27 18:46,"",Sprint#20,2025/05/07,2025/05/20,"","",0,2025/04/02 14:29,2025/05/27 18:46,Eさん,"","",2025/05/09,2025/05/27,0.00,0.00,いいえ,markdownで作成（Copilotで利用できるように）,2025/05/27 続きは別チケットに分離
158345,MatlabCoDriver,タスク,"","",終了,通常,クラス名のconfigファイルの利用方法作成,Bさん,Bさん,2025/04/18 09:38,"",sprint#7,2025/04/01,2025/04/15,"","",0,2025/04/02 10:48,2025/04/18 09:38,Bさん,"","",2025/04/15,2025/04/18,0.00,0.00,いいえ,"",""
158342,MatlabCoDriver,タスク,"","",終了,通常,【MatlabCodriver】デプロイ後のエラー調査、対応,Cさん,Cさん,2025/04/11 09:33,"",sprint#7,2025/04/01,2025/04/15,"","",0,2025/04/02 10:36,2025/04/11 09:33,Fさん,"","",2025/04/02,2025/04/11,0.00,0.00,いいえ,"","原因
　バックエンドでストリーム用のHTTPの関数を使っていた。(関数は使っているがストリームの通信はしていない。)
　→その関数用の環境変数が必要(対応済み)
　→通信に影響はないのでソースは回収しない。"
158285,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_専用ソース動作確認(ローカル),Aさん,Lさん,2025/04/15 15:43,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/02 09:38,2025/04/14 16:18,Lさん,"","",2025/04/10,2025/04/14,0.00,0.00,いいえ,"",""
158284,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_現状アプリEVマトリクス機能で使用中のファイル洗い出し,Aさん,Oさん,2025/04/11 09:39,"",Sprint♯22,2025/04/01,2025/04/15,"",0.00,100,2025/04/02 09:37,2025/04/11 09:39,Oさん,"","",2025/04/07,2025/04/11,0.00,0.00,いいえ,"以下を参考に現状のアプリ内でEVマトリクス生成機能に使われているファイルを洗い出す。
<\\es-sv1\各部\制御エンジニアリング部\21.Project\業務アシスタント\public\制御設計AI\02_sprint\sprint#20※4Q検収対象外\現状アプリの仕組み・改修内容追加>
制御設計_現状のアプリの仕組み・改修内容.xlsx",4/8洗い出し完了。動作確認して、問題あれば修正する。
158283,業務アシスタント-制御設計サポートAI,タスク,158281,No25_専用ソース切り離し,終了,通常,Functions側,Aさん,Lさん,2025/04/14 14:54,"",Sprint♯22,2025/04/01,2025/04/15,"","",70,2025/04/02 09:36,2025/04/14 14:54,Lさん,"","",2025/04/08,2025/04/14,0.00,0.00,いいえ,"","4/11 ライブラリ削除後の動作確認に手こずったが解消したので、再動作確認中。
現象：なぜかダウンロードリンク用のAPIだけ呼び出されない。
・ライブラリの削除の再確認→×
・コンテナreopen→×
・VSCode再起動→○"
158282,業務アシスタント-制御設計サポートAI,タスク,158281,No25_専用ソース切り離し,終了,通常,AppService側,Aさん,Oさん,2025/04/11 09:39,"",Sprint♯22,2025/04/01,2025/04/15,"","",0,2025/04/02 09:36,2025/04/11 09:39,Oさん,"","",2025/04/09,2025/04/11,0.00,0.00,いいえ,"AppService側のみmain,developブランチ両方","4/10作業完了
それぞれの作業ブランチ
・main：feature-sprint22-deleteUnnecessarySourcesFromMain
・develop：feature-sprint22-deleteUnnecessarySourcesFromDev
高橋くんがやってくれているFunctions側が終わり次第、それとの動作確認取れたらそれぞれdevelopとmainにマージします。"
158281,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_専用ソース切り離し,Aさん,Oさん,2025/04/14 18:16,"",Sprint♯22,2025/04/01,2025/04/15,"",0.00,100,2025/04/02 09:36,2025/04/14 18:16,Oさん,"","",2025/04/08,2025/04/14,0.00,0.00,いいえ,洗い出した使用中のファイル以外の削除,""
158274,業務アシスタント-制御設計サポートAI,タスク,158271,No25_【設計】詳細設計書作成_make_ev_matrix関数の修正,終了,通常,レビュー指摘修正,Aさん,"",2025/04/11 09:38,"",Sprint♯22,2025/04/01,2025/04/15,"",0.00,100,2025/04/02 09:25,2025/04/11 09:38,Oさん,"","",2025/04/10,2025/04/11,0.00,0.00,いいえ,"",""
158271,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_【設計】詳細設計書作成_make_ev_matrix関数の修正,Aさん,Aさん,2025/04/11 09:39,"",Sprint♯22,2025/04/01,2025/04/15,"",0.00,100,2025/04/02 09:24,2025/04/11 09:39,Oさん,"","",2025/04/10,2025/04/11,0.00,0.00,いいえ,"",""
158023,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_STEP1-1_ファイルフォーマット検討・決め,Oさん,Oさん,2025/04/14 09:14,"",Sprint♯22,2025/04/01,2025/04/15,"",0.00,100,2025/04/01 17:06,2025/04/14 09:14,Oさん,"","",2025/04/10,2025/04/14,0.00,0.00,いいえ,"","4/8（田中さん）
＞明日、トライメンバーに確認します。"
157670,O-Beya（マルチエージェント）,課題,158455,Orchestrator中のCosmosDB更新をActivity化で影響するソースコードの修正,終了,通常,IVISレビュー対応,Eさん,"",2025/04/21 15:09,"",Sprint#18,2025/03/26,2025/04/08,"","",0,2025/04/01 09:19,2025/04/21 15:09,Eさん,"","",2025/04/02,2025/04/21,0.00,0.00,いいえ,"",2025/04/04 IVIS再レビューOK
157669,O-Beya（マルチエージェント）,課題,153898,課題：SessionコンテナのOrchestrator.start_timeが開始時以外にも更新される,終了,通常,機能テスト仕様書作成,Eさん,"",2025/04/10 16:28,"",Sprint#17,2025/03/26,2025/04/08,"","",0,2025/04/01 09:19,2025/04/10 16:28,Eさん,"","",2025/04/02,2025/04/10,0.00,0.00,いいえ,"",2025/04/02 機能テスト仕様書作成完了
157365,MatlabCoDriver,タスク,"","",終了,通常,リソース作成手順書,Cさん,Cさん,2025/04/11 09:33,"",sprint#7,2025/04/01,2025/04/15,"","",0,2025/03/28 16:50,2025/04/11 09:33,Fさん,"","",2025/04/02,2025/04/11,0.00,0.00,いいえ,"",""
157268,O-Beya（マルチエージェント）,タスク,"","",終了,通常,リリース対応）mainブランチマージ、タグ付け,Fさん,Gさん,2025/04/10 16:28,"",Sprint#17,2025/03/26,2025/03/31,"","",0,2025/03/28 09:34,2025/04/10 16:28,Eさん,"","",2025/03/31,2025/04/10,0.00,0.00,いいえ,"",""
157246,走行制御DRアシスタント,タスク,"","",新規,通常,要望）質問分が短く主語がない場合、聞き返す(フォローする),Fさん,"",2025/03/27 17:49,"","",2025/03/27,"","","",0,2025/03/27 17:43,"",Fさん,"","","","","","",いいえ,"",""
